Candidate_ID,Age,Gender,Education_Level,Position_Applied,Industry,Interview_Round,Interview_Mode,Start_Time,End_Time,Duration_Minutes,Camera_On,Microphone_Clarity,Network_Stability_Score,Technical_Questions_Answered,Behavioral_Questions_Answered,Coding_Test_Score,Eye_Contact_Score,Body_Language_Score,Speech_Speed_WPM,Filler_Words_Used,Confidence_Score,Response_Relevance_Score,Interviewer_Rating,Background_Noise_Level,Follow_Up_Questions_Asked,Dressing_Appropriateness,Time_Management_Score,Final_Recommendation,Offer_Extended
C2882,22,Male,PhD,UI/UX Designer,Education,HR,Teams,12:00,11:00,49,Yes,Clear,1.7,0,0,78,8,3,103,12,2,2,4.88,High,2,Casual,8,Reject,No
C2883,32,Male,PhD,Data Analyst,Finance,Technical,Teams,09:00,12:45,58,No,Moderate,6.19,9,0,98,1,3,100,15,9,6,2.51,Medium,0,Formal,1,Reject,Yes
C2884,25,Female,PhD,UI/UX Designer,Tech,Technical,Google Meet,15:30,09:30,54,Yes,Moderate,8.59,3,0,79,5,6,108,4,9,4,3.86,Low,0,Casual,9,Hold,No
C2885,30,Non-binary,Bachelors,UI/UX Designer,Healthcare,Technical,Skype,12:00,16:00,24,No,Moderate,6.0,1,2,93,2,8,96,7,9,1,2.44,Low,2,Formal,7,Hold,Yes
C2886,30,Non-binary,Bachelors,UI/UX Designer,Education,Managerial,Zoom,09:00,11:00,39,Yes,Moderate,4.5,1,0,98,8,6,105,17,8,1,2.28,High,2,Semi-Formal,2,Proceed,No
C2887,33,Female,PhD,Software Engineer,Consulting,Technical,Teams,10:30,11:00,36,No,Poor,7.37,1,3,16,8,6,97,15,7,9,3.35,High,1,Formal,4,Reject,Yes
C2888,34,Non-binary,Masters,Data Analyst,Consulting,Final,Skype,10:30,09:30,42,Yes,Poor,0.92,1,2,78,2,4,103,7,3,2,4.48,Low,2,Formal,9,Proceed,Yes
C2889,24,Non-binary,PhD,UI/UX Designer,Consulting,Final,Zoom,15:30,12:45,52,Yes,Poor,9.65,0,4,41,4,4,106,6,2,3,3.37,High,1,Semi-Formal,9,Hold,Yes
C2890,25,Non-binary,Masters,UI/UX Designer,Tech,Technical,Teams,14:00,12:45,59,Yes,Moderate,3.38,2,4,26,2,4,139,9,9,1,3.28,High,0,Formal,1,Hold,No
C2891,33,Female,PhD,Project Manager,Consulting,Managerial,Zoom,15:30,11:00,31,Yes,Moderate,2.0,2,0,64,4,9,125,9,6,3,3.02,Medium,2,Casual,5,Proceed,Yes
C2892,32,Male,Bachelors,UI/UX Designer,Consulting,Managerial,Teams,09:00,12:45,47,No,Moderate,9.59,1,3,29,4,5,151,13,4,6,4.79,Low,0,Semi-Formal,9,Proceed,Yes
C2893,30,Male,Masters,Software Engineer,Finance,HR,Google Meet,15:30,12:45,24,Yes,Poor,0.05,4,0,29,8,9,101,8,9,9,4.26,High,2,Formal,8,Hold,Yes
C2894,24,Male,Bachelors,Project Manager,Finance,Managerial,Zoom,12:00,11:00,41,No,Moderate,7.88,3,1,68,9,8,128,1,6,4,2.63,Low,2,Casual,9,Hold,Yes
C2895,23,Male,Bachelors,UI/UX Designer,Finance,Technical,Zoom,15:30,16:00,21,No,Moderate,4.19,2,2,64,8,5,108,18,5,4,4.3,Medium,1,Semi-Formal,4,Proceed,No
C2896,24,Non-binary,Bachelors,Project Manager,Education,Final,Teams,10:30,16:00,21,No,Poor,8.11,4,4,3,3,6,128,2,4,6,1.43,Low,0,Casual,9,Hold,Yes
C2897,31,Female,Bachelors,Project Manager,Consulting,HR,Skype,12:00,12:45,52,No,Moderate,8.59,2,3,10,3,4,137,8,8,1,2.74,Low,0,Casual,7,Hold,Yes
C2898,25,Male,Masters,Data Analyst,Tech,Final,Zoom,10:30,11:00,24,Yes,Poor,3.15,7,3,57,7,2,132,9,3,3,1.45,High,0,Semi-Formal,2,Hold,No
C2899,21,Female,Bachelors,UI/UX Designer,Consulting,Technical,Zoom,15:30,16:00,43,Yes,Moderate,8.89,1,2,12,1,6,144,10,7,2,4.99,Low,1,Casual,8,Reject,No
C2900,33,Non-binary,Masters,Project Manager,Consulting,HR,Teams,09:00,16:00,38,Yes,Poor,9.9,4,0,9,9,1,99,19,1,7,1.19,Medium,0,Formal,8,Proceed,Yes
C2901,31,Male,PhD,UI/UX Designer,Education,Managerial,Skype,15:30,11:00,57,No,Poor,9.49,1,0,87,6,1,107,10,6,2,4.63,Medium,2,Semi-Formal,9,Reject,Yes
C2902,24,Non-binary,PhD,Data Analyst,Finance,HR,Google Meet,12:00,09:30,48,Yes,Moderate,5.28,8,0,83,6,5,141,11,9,4,4.73,Low,1,Semi-Formal,3,Proceed,No
C2903,31,Non-binary,PhD,Data Analyst,Consulting,Technical,Skype,10:30,12:45,27,Yes,Moderate,2.0,0,4,17,7,2,137,13,6,4,2.17,Medium,1,Casual,9,Proceed,Yes
C2904,29,Male,PhD,Data Analyst,Healthcare,Managerial,Google Meet,15:30,12:45,57,Yes,Moderate,8.08,4,1,86,8,2,102,13,3,7,4.8,Low,2,Casual,6,Proceed,No
C2905,28,Female,PhD,Project Manager,Healthcare,Final,Google Meet,09:00,16:00,23,Yes,Clear,9.42,9,3,41,8,6,139,10,4,2,3.0,Medium,0,Casual,9,Proceed,Yes
C2906,25,Male,Bachelors,Project Manager,Finance,Managerial,Skype,09:00,11:00,26,Yes,Poor,9.62,3,1,98,1,9,149,1,9,4,4.75,High,1,Casual,6,Reject,Yes
C2907,23,Non-binary,PhD,Project Manager,Finance,Final,Skype,14:00,14:45,44,No,Poor,8.72,2,2,43,5,4,91,12,8,3,2.94,Medium,0,Casual,4,Proceed,Yes
C2908,22,Female,Bachelors,Software Engineer,Consulting,Final,Teams,09:00,14:45,21,No,Poor,2.15,8,1,61,3,6,146,0,4,9,2.88,Low,1,Semi-Formal,5,Proceed,Yes
C2909,28,Female,Bachelors,Software Engineer,Healthcare,Technical,Skype,15:30,11:00,26,No,Poor,6.46,0,3,90,3,1,140,2,7,5,4.01,High,0,Casual,5,Hold,No
C2910,33,Male,Masters,Software Engineer,Tech,Technical,Google Meet,09:00,11:00,27,No,Clear,9.23,6,0,78,4,6,150,4,1,7,1.93,High,2,Formal,3,Proceed,Yes
C2911,28,Male,Bachelors,UI/UX Designer,Tech,Technical,Zoom,09:00,09:30,48,Yes,Poor,4.87,9,0,23,9,1,159,15,6,6,4.62,High,1,Semi-Formal,5,Reject,No
C2912,25,Male,Masters,Software Engineer,Healthcare,Technical,Zoom,12:00,14:45,58,Yes,Clear,8.17,5,4,29,6,2,124,4,8,8,4.39,Medium,2,Casual,8,Hold,Yes
C2913,31,Female,Bachelors,UI/UX Designer,Finance,Final,Skype,09:00,11:00,40,No,Poor,1.05,0,4,64,6,9,157,7,5,7,1.54,High,0,Formal,4,Hold,No
C2914,31,Female,PhD,Software Engineer,Education,Technical,Google Meet,15:30,11:00,40,Yes,Clear,7.72,3,4,40,4,4,156,4,1,9,1.12,Low,1,Semi-Formal,7,Reject,No
C2915,27,Male,Bachelors,Project Manager,Education,Managerial,Zoom,09:00,12:45,44,No,Poor,0.65,9,3,66,4,8,146,8,7,9,3.84,Medium,2,Casual,1,Proceed,Yes
C2916,21,Non-binary,Bachelors,Project Manager,Tech,Managerial,Skype,10:30,14:45,50,Yes,Clear,5.52,0,4,23,2,4,119,5,2,4,2.41,High,0,Semi-Formal,3,Reject,No
C2917,26,Female,Bachelors,UI/UX Designer,Finance,HR,Zoom,14:00,11:00,46,No,Poor,4.28,2,4,31,3,1,100,15,1,4,1.41,High,2,Casual,4,Hold,Yes
C2918,30,Non-binary,Bachelors,Project Manager,Consulting,HR,Google Meet,14:00,14:45,52,No,Clear,1.83,0,1,62,3,4,112,3,4,4,4.58,Medium,2,Semi-Formal,5,Reject,No
C2919,31,Male,PhD,Data Analyst,Healthcare,Technical,Skype,12:00,11:00,58,Yes,Clear,4.37,1,1,3,4,8,138,12,8,9,4.98,High,1,Formal,4,Reject,Yes
C2920,29,Male,Masters,UI/UX Designer,Tech,Final,Teams,15:30,14:45,33,No,Moderate,7.2,0,1,97,8,4,127,8,5,6,2.27,Low,0,Semi-Formal,6,Proceed,No
C2921,31,Non-binary,Masters,Data Analyst,Education,HR,Google Meet,15:30,09:30,53,Yes,Poor,7.61,4,4,0,5,4,125,2,1,3,1.74,Medium,2,Formal,1,Proceed,No
C2922,27,Male,PhD,Project Manager,Education,HR,Skype,12:00,09:30,50,Yes,Moderate,9.22,5,4,20,6,5,159,18,1,5,4.43,Low,1,Semi-Formal,7,Hold,Yes
C2923,25,Non-binary,Masters,UI/UX Designer,Consulting,Technical,Teams,14:00,09:30,56,No,Clear,6.97,1,2,7,6,4,98,11,7,4,3.12,High,1,Formal,1,Hold,No
C2924,26,Non-binary,PhD,Project Manager,Consulting,HR,Skype,10:30,16:00,25,No,Moderate,9.96,2,4,45,1,6,109,14,6,5,4.94,High,2,Casual,9,Proceed,No
C2925,34,Female,Masters,Project Manager,Education,Managerial,Zoom,14:00,11:00,45,No,Moderate,2.86,1,4,11,8,9,125,9,1,8,3.55,Medium,0,Casual,6,Hold,Yes
C2926,33,Non-binary,Bachelors,Project Manager,Finance,Managerial,Skype,14:00,12:45,48,Yes,Clear,1.55,6,4,0,1,3,140,15,9,8,3.26,High,0,Semi-Formal,2,Proceed,No
C2927,27,Male,Bachelors,Data Analyst,Education,Final,Google Meet,10:30,16:00,51,No,Moderate,0.97,0,1,21,8,1,108,12,5,6,4.71,High,0,Formal,2,Proceed,No
C2928,33,Male,PhD,Data Analyst,Healthcare,Managerial,Zoom,14:00,14:45,24,No,Moderate,5.85,6,4,77,3,8,113,17,1,8,4.21,Low,1,Formal,6,Reject,Yes
C2929,26,Male,Bachelors,Project Manager,Finance,Final,Zoom,09:00,11:00,38,No,Moderate,3.46,4,1,88,1,4,126,10,7,8,2.63,High,1,Formal,9,Reject,Yes
C2930,25,Male,Bachelors,Project Manager,Consulting,Technical,Teams,15:30,11:00,28,No,Moderate,2.03,8,1,27,6,9,105,5,3,6,1.04,Medium,2,Casual,2,Reject,No
C2931,32,Male,PhD,Project Manager,Consulting,Final,Zoom,14:00,16:00,36,No,Clear,2.13,6,3,71,6,5,119,10,2,3,4.01,Medium,0,Casual,4,Proceed,No
C2932,33,Female,PhD,UI/UX Designer,Consulting,Managerial,Teams,10:30,11:00,57,Yes,Clear,3.47,0,4,63,2,1,100,17,6,9,4.46,Medium,2,Formal,7,Reject,No
C2933,22,Female,PhD,Software Engineer,Healthcare,Managerial,Google Meet,15:30,11:00,20,Yes,Moderate,6.86,1,1,39,5,6,130,10,2,8,1.52,High,0,Casual,3,Proceed,No
C2934,33,Female,Bachelors,UI/UX Designer,Consulting,HR,Zoom,15:30,14:45,32,Yes,Poor,6.01,5,1,88,5,8,118,1,6,4,4.58,Low,1,Casual,5,Reject,No
C2935,32,Non-binary,PhD,Project Manager,Finance,HR,Skype,14:00,12:45,40,No,Poor,7.93,1,1,54,8,8,128,18,8,5,4.47,Low,0,Semi-Formal,6,Hold,Yes
C2936,31,Female,PhD,UI/UX Designer,Consulting,Managerial,Teams,14:00,14:45,33,No,Moderate,3.18,3,4,86,7,9,131,2,6,4,1.07,Medium,0,Formal,5,Reject,Yes
C2937,23,Non-binary,Masters,Project Manager,Consulting,Technical,Google Meet,14:00,16:00,38,No,Clear,7.14,0,2,59,3,8,113,17,3,1,3.91,Medium,0,Formal,8,Proceed,Yes
C2938,24,Non-binary,Bachelors,Project Manager,Education,HR,Zoom,12:00,11:00,33,No,Moderate,8.7,7,4,40,4,8,129,14,8,7,2.53,Medium,2,Semi-Formal,6,Reject,Yes
C2939,25,Female,PhD,Software Engineer,Education,Technical,Google Meet,15:30,11:00,27,Yes,Clear,8.38,8,4,79,6,1,98,14,3,5,1.2,High,1,Casual,5,Proceed,No
C2940,21,Male,Masters,Software Engineer,Healthcare,HR,Zoom,12:00,12:45,59,Yes,Poor,6.59,8,2,58,7,2,131,1,2,9,2.32,High,1,Semi-Formal,6,Reject,No
C2941,30,Female,Bachelors,Project Manager,Finance,Final,Zoom,14:00,12:45,44,Yes,Moderate,8.49,7,4,67,5,5,145,7,3,8,3.42,Low,0,Formal,5,Reject,No
C2942,33,Non-binary,Bachelors,Software Engineer,Finance,Final,Google Meet,10:30,09:30,37,Yes,Moderate,0.88,8,3,35,6,8,115,14,5,2,2.23,Low,2,Semi-Formal,2,Hold,No
C2943,32,Non-binary,PhD,Software Engineer,Education,HR,Zoom,14:00,12:45,32,Yes,Clear,4.77,3,3,32,8,1,99,9,8,2,4.15,Medium,0,Casual,2,Hold,No
C2944,27,Non-binary,Masters,UI/UX Designer,Finance,Technical,Skype,14:00,14:45,43,No,Clear,2.81,2,4,93,1,7,119,9,1,9,2.98,High,2,Formal,4,Reject,Yes
C2945,34,Female,Bachelors,Data Analyst,Consulting,HR,Google Meet,09:00,11:00,28,Yes,Poor,4.89,5,3,44,1,7,133,19,6,5,1.14,Medium,0,Casual,7,Hold,Yes
C2946,28,Female,Masters,Project Manager,Healthcare,Managerial,Skype,09:00,14:45,45,No,Poor,1.27,2,1,74,2,1,127,19,9,4,3.24,High,2,Formal,2,Proceed,Yes
C2947,33,Non-binary,Masters,Data Analyst,Education,Managerial,Skype,15:30,14:45,42,Yes,Moderate,1.11,0,0,49,6,7,117,5,8,7,2.75,Medium,0,Formal,9,Reject,No
C2948,32,Female,PhD,Project Manager,Consulting,Managerial,Zoom,15:30,14:45,53,No,Moderate,1.1,4,4,46,1,6,108,14,2,9,1.38,Low,1,Formal,3,Reject,No
C2949,27,Female,PhD,UI/UX Designer,Education,Managerial,Skype,15:30,14:45,32,No,Clear,0.92,9,2,76,4,4,132,3,8,3,2.77,Low,1,Casual,3,Proceed,Yes
C2950,25,Non-binary,Bachelors,Project Manager,Education,Final,Zoom,12:00,14:45,59,Yes,Poor,4.88,3,1,43,7,9,158,10,6,2,4.19,Low,1,Casual,8,Proceed,Yes
C2951,21,Female,Masters,Software Engineer,Healthcare,Final,Zoom,15:30,14:45,58,Yes,Poor,1.19,8,2,67,2,4,107,8,5,1,1.43,High,0,Semi-Formal,9,Proceed,No
C2952,34,Female,Bachelors,Project Manager,Healthcare,Managerial,Teams,09:00,11:00,33,No,Moderate,8.39,4,2,87,5,2,101,4,2,2,1.99,High,1,Casual,8,Hold,No
C2953,29,Male,Bachelors,Software Engineer,Education,Technical,Zoom,15:30,14:45,48,Yes,Poor,2.87,1,0,32,5,4,115,0,2,8,4.95,High,2,Semi-Formal,5,Hold,No
C2954,22,Male,Bachelors,UI/UX Designer,Consulting,Managerial,Zoom,14:00,16:00,57,Yes,Clear,9.58,0,3,96,4,4,131,12,6,6,2.66,Low,2,Casual,4,Reject,No
C2955,30,Female,Bachelors,Software Engineer,Tech,HR,Skype,09:00,14:45,46,Yes,Clear,5.67,8,2,75,9,9,107,18,2,3,4.32,Low,0,Casual,2,Reject,Yes
C2956,32,Female,PhD,UI/UX Designer,Consulting,Final,Teams,12:00,09:30,41,Yes,Clear,6.33,1,4,20,6,7,128,5,1,8,3.02,Low,1,Semi-Formal,8,Proceed,No
C2957,21,Female,Bachelors,Data Analyst,Finance,Managerial,Teams,12:00,14:45,40,No,Poor,6.23,6,4,96,8,5,154,5,5,5,1.93,Medium,2,Semi-Formal,1,Hold,No
C2958,22,Non-binary,Masters,UI/UX Designer,Education,Technical,Skype,15:30,09:30,44,No,Clear,3.33,5,1,45,7,7,97,10,7,6,1.34,High,0,Casual,8,Hold,Yes
C2959,24,Female,PhD,Software Engineer,Education,HR,Zoom,12:00,11:00,48,Yes,Moderate,8.7,4,1,96,9,4,128,0,5,7,3.99,Medium,1,Casual,7,Hold,Yes
C2960,34,Female,PhD,Data Analyst,Healthcare,HR,Zoom,12:00,16:00,41,Yes,Poor,9.93,1,2,72,1,6,119,1,3,4,2.94,Low,1,Formal,2,Proceed,Yes
C2961,22,Male,Bachelors,Software Engineer,Finance,Technical,Skype,09:00,11:00,32,No,Poor,1.62,7,0,30,8,1,118,3,2,7,4.92,Medium,0,Casual,5,Reject,No
C2962,26,Female,PhD,UI/UX Designer,Tech,HR,Zoom,15:30,11:00,47,Yes,Clear,4.92,5,3,61,9,4,154,2,3,7,4.61,High,2,Casual,3,Hold,No
C2963,28,Male,Masters,Data Analyst,Tech,Technical,Google Meet,15:30,14:45,32,No,Poor,5.03,7,0,93,4,6,140,4,6,9,1.62,Low,2,Formal,6,Reject,Yes
C2964,29,Female,Bachelors,UI/UX Designer,Healthcare,Technical,Google Meet,14:00,09:30,41,No,Moderate,7.82,3,0,15,7,4,149,4,8,3,3.63,Low,2,Formal,2,Hold,Yes
C2965,28,Non-binary,Masters,Project Manager,Tech,HR,Skype,15:30,16:00,46,No,Moderate,4.3,9,1,11,1,6,91,5,6,5,1.73,High,2,Formal,1,Proceed,No
C2966,34,Female,Masters,Project Manager,Education,Final,Google Meet,15:30,14:45,49,No,Poor,6.77,5,3,53,4,5,136,5,9,5,2.46,High,0,Casual,4,Reject,Yes
C2967,33,Female,PhD,Software Engineer,Tech,Technical,Zoom,09:00,09:30,47,No,Poor,3.59,8,2,8,8,4,151,10,9,9,2.33,Medium,1,Semi-Formal,9,Hold,Yes
C2968,31,Male,Masters,Project Manager,Tech,Final,Zoom,14:00,14:45,39,Yes,Poor,0.62,2,0,34,2,4,141,19,3,8,3.06,Medium,1,Semi-Formal,4,Hold,Yes
C2969,28,Male,PhD,Project Manager,Consulting,Technical,Skype,14:00,11:00,54,No,Poor,4.6,8,2,52,4,4,127,9,7,6,4.34,Low,2,Formal,3,Proceed,Yes
C2970,29,Male,PhD,Project Manager,Tech,Managerial,Skype,15:30,09:30,27,Yes,Poor,7.55,5,1,42,1,9,147,14,8,8,4.54,High,2,Formal,6,Reject,Yes
C2971,34,Female,PhD,Software Engineer,Consulting,Final,Google Meet,10:30,12:45,51,No,Moderate,6.47,0,2,69,8,9,128,17,3,1,3.73,Low,2,Semi-Formal,9,Reject,Yes
C2972,28,Non-binary,Bachelors,UI/UX Designer,Finance,HR,Skype,14:00,14:45,58,Yes,Moderate,5.26,3,4,88,6,1,125,3,5,6,3.52,High,0,Casual,6,Reject,Yes
C2973,22,Male,PhD,Project Manager,Consulting,Managerial,Skype,15:30,11:00,40,No,Moderate,9.14,4,3,55,7,8,152,5,3,4,4.69,Medium,0,Formal,2,Reject,Yes
C2974,27,Female,Masters,Project Manager,Finance,Final,Skype,15:30,09:30,41,No,Poor,4.82,1,0,63,4,4,121,6,7,4,1.41,Medium,1,Casual,1,Reject,Yes
C2975,23,Female,PhD,UI/UX Designer,Healthcare,Technical,Teams,09:00,11:00,43,No,Moderate,3.62,6,1,27,6,4,146,3,5,7,2.57,Low,1,Semi-Formal,6,Hold,Yes
C2976,21,Female,PhD,Project Manager,Education,HR,Skype,14:00,14:45,40,Yes,Moderate,3.96,3,2,86,6,1,116,8,1,9,1.87,Low,2,Formal,6,Hold,Yes
C2977,30,Male,PhD,Data Analyst,Healthcare,Final,Teams,14:00,14:45,55,Yes,Poor,7.24,8,1,28,8,9,99,0,1,1,1.55,High,1,Semi-Formal,2,Proceed,No
C2978,29,Female,Masters,UI/UX Designer,Healthcare,HR,Zoom,10:30,14:45,23,Yes,Clear,3.29,9,4,85,6,1,128,1,9,4,3.68,Low,2,Casual,8,Proceed,No
C2979,28,Female,PhD,UI/UX Designer,Healthcare,HR,Zoom,15:30,16:00,30,No,Moderate,6.4,3,1,57,6,9,150,5,5,6,1.77,High,2,Casual,4,Hold,Yes
C2980,34,Male,Masters,UI/UX Designer,Finance,HR,Zoom,14:00,16:00,27,No,Poor,3.86,8,3,23,1,5,144,9,2,6,4.84,High,2,Casual,8,Proceed,Yes
C2981,34,Female,Masters,Project Manager,Tech,HR,Google Meet,12:00,14:45,23,No,Poor,5.76,4,3,19,1,1,139,10,4,8,3.11,High,0,Formal,2,Hold,No
C2982,26,Female,Bachelors,Project Manager,Consulting,Managerial,Google Meet,14:00,16:00,29,No,Moderate,2.3,5,3,26,1,3,145,16,5,6,2.89,Low,1,Formal,5,Hold,Yes
C2983,32,Non-binary,Bachelors,Data Analyst,Healthcare,Managerial,Google Meet,15:30,11:00,31,Yes,Clear,1.99,8,4,96,3,3,126,16,9,6,2.43,Low,1,Casual,2,Proceed,No
C2984,22,Female,Bachelors,Software Engineer,Healthcare,Final,Zoom,12:00,09:30,52,No,Moderate,5.4,9,3,18,2,1,148,17,2,4,2.09,Low,0,Formal,1,Proceed,No
C2985,31,Non-binary,Masters,Software Engineer,Tech,Managerial,Teams,10:30,16:00,56,No,Poor,2.68,6,4,89,8,3,105,19,4,8,4.65,Low,1,Casual,5,Hold,No
C2986,21,Male,Bachelors,UI/UX Designer,Healthcare,Technical,Google Meet,12:00,16:00,20,No,Poor,0.98,3,0,37,1,6,153,8,8,3,3.46,High,2,Casual,1,Reject,No
C2987,30,Male,PhD,Data Analyst,Finance,HR,Skype,09:00,16:00,36,No,Poor,2.64,8,4,59,9,9,90,18,3,4,1.95,Low,0,Formal,1,Proceed,Yes
C2988,26,Non-binary,Bachelors,Data Analyst,Finance,HR,Teams,12:00,16:00,33,No,Poor,3.95,3,2,2,4,3,128,15,2,3,3.73,Medium,0,Formal,6,Proceed,Yes
C2989,25,Non-binary,Bachelors,Software Engineer,Tech,Final,Teams,12:00,12:45,53,Yes,Poor,3.19,4,3,22,8,8,131,13,3,1,1.95,High,0,Formal,7,Hold,Yes
C2990,22,Non-binary,Bachelors,Project Manager,Finance,Managerial,Teams,12:00,09:30,59,No,Poor,6.08,8,1,58,4,2,148,6,7,4,4.08,High,2,Casual,2,Reject,No
C2991,21,Female,Bachelors,UI/UX Designer,Healthcare,Technical,Teams,15:30,11:00,46,Yes,Poor,3.58,7,4,90,6,9,134,3,9,5,3.21,Low,2,Formal,2,Hold,Yes
C2992,33,Female,PhD,Software Engineer,Healthcare,Managerial,Teams,10:30,16:00,43,Yes,Moderate,1.92,9,0,90,7,5,90,13,5,5,2.77,Medium,0,Semi-Formal,4,Reject,No
C2993,23,Non-binary,PhD,Software Engineer,Education,HR,Skype,12:00,12:45,37,Yes,Clear,9.1,5,2,73,9,9,118,1,2,9,3.62,Medium,0,Formal,7,Reject,No
C2994,25,Non-binary,Masters,UI/UX Designer,Education,Technical,Google Meet,09:00,14:45,35,Yes,Clear,5.78,5,0,23,5,7,123,11,7,4,4.49,Low,1,Casual,1,Proceed,Yes
C2995,29,Non-binary,Bachelors,Software Engineer,Tech,Managerial,Teams,14:00,14:45,35,No,Clear,2.28,6,0,55,3,9,119,8,3,2,2.61,High,2,Casual,5,Proceed,No
C2996,28,Male,Masters,UI/UX Designer,Healthcare,Managerial,Skype,12:00,12:45,54,Yes,Poor,3.32,0,2,51,9,2,154,3,7,7,3.75,Medium,1,Formal,8,Hold,No
C2997,33,Female,PhD,Data Analyst,Healthcare,Final,Zoom,14:00,11:00,23,Yes,Clear,5.7,3,3,40,6,2,126,7,6,9,2.45,Low,2,Formal,4,Hold,No
C2998,34,Female,Masters,Project Manager,Consulting,Final,Google Meet,14:00,12:45,53,No,Poor,1.29,7,1,65,4,3,121,0,1,4,2.44,High,1,Casual,8,Hold,No
C2999,29,Male,Bachelors,Project Manager,Finance,Technical,Teams,14:00,14:45,52,No,Moderate,3.84,9,2,97,6,8,150,11,5,4,4.36,High,0,Formal,1,Hold,Yes
C3000,25,Female,PhD,UI/UX Designer,Tech,Technical,Teams,12:00,16:00,42,No,Moderate,1.86,9,3,21,6,7,101,9,1,9,3.19,High,1,Casual,8,Hold,Yes
C3001,24,Non-binary,Masters,Project Manager,Tech,Technical,Google Meet,15:30,14:45,29,No,Poor,3.65,6,3,65,6,7,134,17,7,4,2.62,High,2,Casual,8,Hold,No
C3002,23,Female,Bachelors,Project Manager,Finance,HR,Teams,12:00,09:30,30,No,Clear,4.36,1,4,27,3,8,93,4,6,5,1.81,Low,1,Formal,2,Reject,Yes
C3003,23,Non-binary,PhD,Software Engineer,Consulting,Final,Zoom,12:00,09:30,23,No,Poor,5.5,6,3,87,9,5,129,3,9,1,4.18,Medium,2,Semi-Formal,4,Proceed,No
C3004,31,Male,Masters,Project Manager,Education,Managerial,Teams,15:30,14:45,47,Yes,Poor,0.23,4,2,37,5,3,115,15,4,2,3.52,High,0,Casual,2,Hold,Yes
C3005,24,Male,Masters,Project Manager,Consulting,Technical,Google Meet,10:30,14:45,31,Yes,Poor,6.93,9,3,85,2,1,105,9,9,7,3.88,Medium,0,Semi-Formal,3,Hold,Yes
C3006,31,Female,PhD,Project Manager,Education,HR,Skype,15:30,16:00,36,Yes,Moderate,9.12,5,4,66,4,9,143,13,5,8,2.74,Medium,1,Casual,9,Reject,No
C3007,25,Non-binary,Bachelors,Project Manager,Education,Technical,Skype,12:00,16:00,24,No,Clear,3.02,9,4,57,6,8,99,2,5,9,2.23,Medium,0,Casual,4,Proceed,No
C3008,34,Non-binary,Bachelors,Data Analyst,Consulting,Final,Google Meet,12:00,09:30,51,Yes,Moderate,1.04,0,1,36,7,1,111,14,5,6,3.9,Low,1,Formal,1,Reject,No
C3009,30,Female,Bachelors,UI/UX Designer,Tech,HR,Google Meet,15:30,11:00,21,Yes,Clear,9.02,0,2,1,2,5,94,10,5,4,1.35,Low,1,Formal,1,Proceed,Yes
C3010,34,Male,PhD,Data Analyst,Healthcare,HR,Zoom,09:00,14:45,32,Yes,Moderate,4.27,7,2,56,9,9,153,13,7,4,3.64,High,0,Formal,2,Reject,No
C3011,32,Non-binary,Bachelors,UI/UX Designer,Tech,Technical,Teams,15:30,16:00,40,Yes,Poor,6.88,9,1,86,2,8,113,13,1,9,4.91,Low,0,Formal,7,Hold,Yes
C3012,27,Female,Bachelors,Project Manager,Healthcare,Final,Google Meet,14:00,14:45,32,No,Clear,6.14,6,2,76,5,5,103,16,7,4,4.26,Medium,2,Formal,9,Hold,No
C3013,32,Non-binary,Bachelors,Project Manager,Tech,Technical,Zoom,15:30,09:30,51,Yes,Moderate,8.55,0,0,78,8,2,158,3,7,3,3.93,Low,2,Formal,1,Proceed,No
C3014,29,Non-binary,Bachelors,Project Manager,Consulting,Final,Zoom,09:00,16:00,56,No,Moderate,4.87,9,4,96,7,3,117,9,5,2,2.76,Medium,2,Formal,5,Hold,Yes
C3015,32,Non-binary,PhD,Data Analyst,Consulting,Final,Skype,14:00,12:45,39,No,Clear,7.02,1,0,44,2,6,98,10,3,7,1.07,High,1,Semi-Formal,7,Reject,Yes
C3016,31,Female,PhD,Software Engineer,Consulting,Final,Google Meet,12:00,09:30,20,No,Moderate,0.47,0,3,52,9,9,117,4,7,4,4.94,High,0,Formal,7,Proceed,No
C3017,32,Male,Masters,Project Manager,Healthcare,HR,Skype,10:30,14:45,42,Yes,Poor,0.1,1,1,76,6,7,128,4,5,6,4.68,High,0,Semi-Formal,1,Reject,No
C3018,24,Male,Masters,Data Analyst,Tech,Final,Google Meet,15:30,16:00,32,No,Moderate,7.78,6,0,83,1,7,95,5,4,4,2.99,Low,0,Formal,1,Reject,No
C3019,25,Male,PhD,UI/UX Designer,Education,HR,Zoom,15:30,09:30,24,Yes,Poor,7.7,9,3,6,2,2,151,14,9,1,3.75,Medium,0,Formal,6,Reject,Yes
C3020,25,Female,Bachelors,Software Engineer,Tech,Technical,Google Meet,15:30,14:45,54,No,Clear,1.53,9,2,76,2,2,139,13,4,9,3.24,Medium,2,Semi-Formal,5,Reject,No
C3021,34,Female,Masters,Data Analyst,Tech,HR,Google Meet,15:30,11:00,23,Yes,Clear,6.17,6,2,38,6,7,135,16,5,1,3.76,Low,1,Casual,7,Proceed,Yes
C3022,24,Male,Masters,Project Manager,Finance,Final,Skype,09:00,16:00,48,No,Poor,3.35,8,3,67,6,3,115,6,6,3,1.21,Low,1,Casual,1,Proceed,Yes
