Candidate_ID,Age,Gender,Education_Level,Position_Applied,Industry,Interview_Round,Interview_Mode,Start_Time,End_Time,Duration_Minutes,Camera_On,Microphone_Clarity,Network_Stability_Score,Technical_Questions_Answered,Behavioral_Questions_Answered,Coding_Test_Score,Eye_Contact_Score,Body_Language_Score,Speech_Speed_WPM,Filler_Words_Used,Confidence_Score,Response_Relevance_Score,Interviewer_Rating,Background_Noise_Level,Follow_Up_Questions_Asked,Dressing_Appropriateness,Time_Management_Score,Final_Recommendation,Offer_Extended,Performance_Score_Proxy,Performance_Category
C2961,22,Male,Bachelors,Software Engineer,Finance,Technical,Skype,09:00,11:00,32,No,Poor,1.62,7,0,30,8,1,118,3,2,7,4.92,Medium,0,Casual,5,Reject,No,15.06,Good
C2962,26,Female,PhD,UI/UX Designer,Tech,HR,Zoom,15:30,11:00,47,Yes,Clear,4.92,5,3,61,9,4,154,2,3,7,4.61,High,2,Casual,3,Hold,No,21.09,Excellent
C2963,28,Male,Masters,Data Analyst,Tech,Technical,Google Meet,15:30,14:45,32,No,Poor,5.03,7,0,93,4,6,140,4,6,9,1.62,Low,2,Formal,6,Reject,Yes,19.58,Good
C2964,29,Female,Bachelors,UI/UX Designer,Healthcare,Technical,Google Meet,14:00,09:30,41,No,Moderate,7.82,3,0,15,7,4,149,4,8,3,3.63,Low,2,Formal,2,Hold,Yes,14.33,Good
C2965,28,Non-binary,Masters,Project Manager,Tech,HR,Skype,15:30,16:00,46,No,Moderate,4.3,9,1,11,1,6,91,5,6,5,1.73,High,2,Formal,1,Proceed,No,14.09,Good
C2966,34,Female,Masters,Project Manager,Education,Final,Google Meet,15:30,14:45,49,No,Poor,6.77,5,3,53,4,5,136,5,9,5,2.46,High,0,Casual,4,Reject,Yes,18.14,Good
C2967,33,Female,PhD,Software Engineer,Tech,Technical,Zoom,09:00,09:30,47,No,Poor,3.59,8,2,8,8,4,151,10,9,9,2.33,Medium,1,Semi-Formal,9,Hold,Yes,19.57,Good
C2968,31,Male,Masters,Project Manager,Tech,Final,Zoom,14:00,14:45,39,Yes,Poor,0.62,2,0,34,2,4,141,19,3,8,3.06,Medium,1,Semi-Formal,4,Hold,Yes,10.87,Needs Improvement
C2969,28,Male,PhD,Project Manager,Consulting,Technical,Skype,14:00,11:00,54,No,Poor,4.6,8,2,52,4,4,127,9,7,6,4.34,Low,2,Formal,3,Proceed,Yes,18.74,Good
C2970,29,Male,PhD,Project Manager,Tech,Managerial,Skype,15:30,09:30,27,Yes,Poor,7.55,5,1,42,1,9,147,14,8,8,4.54,High,2,Formal,6,Reject,Yes,20.24,Excellent
C2971,34,Female,PhD,Software Engineer,Consulting,Final,Google Meet,10:30,12:45,51,No,Moderate,6.47,0,2,69,8,9,128,17,3,1,3.73,Low,2,Semi-Formal,9,Reject,Yes,15.77,Good
C2972,28,Non-binary,Bachelors,UI/UX Designer,Finance,HR,Skype,14:00,14:45,58,Yes,Moderate,5.26,3,4,88,6,1,125,3,5,6,3.52,High,0,Casual,6,Reject,Yes,19.38,Good
C2973,22,Male,PhD,Project Manager,Consulting,Managerial,Skype,15:30,11:00,40,No,Moderate,9.14,4,3,55,7,8,152,5,3,4,4.69,Medium,0,Formal,2,Reject,Yes,18.07,Good
C2974,27,Female,Masters,Project Manager,Finance,Final,Skype,15:30,09:30,41,No,Poor,4.82,1,0,63,4,4,121,6,7,4,1.41,Medium,1,Casual,1,Reject,Yes,12.26,Good
C2975,23,Female,PhD,UI/UX Designer,Healthcare,Technical,Teams,09:00,11:00,43,No,Moderate,3.62,6,1,27,6,4,146,3,5,7,2.57,Low,1,Semi-Formal,6,Hold,Yes,16.02,Good
C2976,21,Female,PhD,Project Manager,Education,HR,Skype,14:00,14:45,40,Yes,Moderate,3.96,3,2,86,6,1,116,8,1,9,1.87,Low,2,Formal,6,Hold,Yes,16.55,Good
C2977,30,Male,PhD,Data Analyst,Healthcare,Final,Teams,14:00,14:45,55,Yes,Poor,7.24,8,1,28,8,9,99,0,1,1,1.55,High,1,Semi-Formal,2,Proceed,No,14.55,Good
C2978,29,Female,Masters,UI/UX Designer,Healthcare,HR,Zoom,10:30,14:45,23,Yes,Clear,3.29,9,4,85,6,1,128,1,9,4,3.68,Low,2,Casual,8,Proceed,No,23.62,Excellent
C2979,28,Female,PhD,UI/UX Designer,Healthcare,HR,Zoom,15:30,16:00,30,No,Moderate,6.4,3,1,57,6,9,150,5,5,6,1.77,High,2,Casual,4,Hold,Yes,17.05,Good
C2980,34,Male,Masters,UI/UX Designer,Finance,HR,Zoom,14:00,16:00,27,No,Poor,3.86,8,3,23,1,5,144,9,2,6,4.84,High,2,Casual,8,Proceed,Yes,16.7,Good
C2981,34,Female,Masters,Project Manager,Tech,HR,Google Meet,12:00,14:45,23,No,Poor,5.76,4,3,19,1,1,139,10,4,8,3.11,High,0,Formal,2,Hold,No,12.1,Good
C2982,26,Female,Bachelors,Project Manager,Consulting,Managerial,Google Meet,14:00,16:00,29,No,Moderate,2.3,5,3,26,1,3,145,16,5,6,2.89,Low,1,Formal,5,Hold,Yes,12.48,Good
C2983,32,Non-binary,Bachelors,Data Analyst,Healthcare,Managerial,Google Meet,15:30,11:00,31,Yes,Clear,1.99,8,4,96,3,3,126,16,9,6,2.43,Low,1,Casual,2,Proceed,No,19.61,Good
C2984,22,Female,Bachelors,Software Engineer,Healthcare,Final,Zoom,12:00,09:30,52,No,Moderate,5.4,9,3,18,2,1,148,17,2,4,2.09,Low,0,Formal,1,Proceed,No,9.53,Needs Improvement
C2985,31,Non-binary,Masters,Software Engineer,Tech,Managerial,Teams,10:30,16:00,56,No,Poor,2.68,6,4,89,8,3,105,19,4,8,4.65,Low,1,Casual,5,Hold,No,19.43,Good
C2986,21,Male,Bachelors,UI/UX Designer,Healthcare,Technical,Google Meet,12:00,16:00,20,No,Poor,0.98,3,0,37,1,6,153,8,8,3,3.46,High,2,Casual,1,Reject,No,11.56,Needs Improvement
C2987,30,Male,PhD,Data Analyst,Finance,HR,Skype,09:00,16:00,36,No,Poor,2.64,8,4,59,9,9,90,18,3,4,1.95,Low,0,Formal,1,Proceed,Yes,15.6,Good
C2988,26,Non-binary,Bachelors,Data Analyst,Finance,HR,Teams,12:00,16:00,33,No,Poor,3.95,3,2,2,4,3,128,15,2,3,3.73,Medium,0,Formal,6,Proceed,Yes,9.53,Needs Improvement
C2989,25,Non-binary,Bachelors,Software Engineer,Tech,Final,Teams,12:00,12:45,53,Yes,Poor,3.19,4,3,22,8,8,131,13,3,1,1.95,High,0,Formal,7,Hold,Yes,13.6,Good
C2990,22,Non-binary,Bachelors,Project Manager,Finance,Managerial,Teams,12:00,09:30,59,No,Poor,6.08,8,1,58,4,2,148,6,7,4,4.08,High,2,Casual,2,Reject,No,16.65,Good
C2991,21,Female,Bachelors,UI/UX Designer,Healthcare,Technical,Teams,15:30,11:00,46,Yes,Poor,3.58,7,4,90,6,9,134,3,9,5,3.21,Low,2,Formal,2,Hold,Yes,23.41,Excellent
C2992,33,Female,PhD,Software Engineer,Healthcare,Managerial,Teams,10:30,16:00,43,Yes,Moderate,1.92,9,0,90,7,5,90,13,5,5,2.77,Medium,0,Semi-Formal,4,Reject,No,17.56,Good
C2993,23,Non-binary,PhD,Software Engineer,Education,HR,Skype,12:00,12:45,37,Yes,Clear,9.1,5,2,73,9,9,118,1,2,9,3.62,Medium,0,Formal,7,Reject,No,23.6,Excellent
C2994,25,Non-binary,Masters,UI/UX Designer,Education,Technical,Google Meet,09:00,14:45,35,Yes,Clear,5.78,5,0,23,5,7,123,11,7,4,4.49,Low,1,Casual,1,Proceed,Yes,15.84,Good
C2995,29,Non-binary,Bachelors,Software Engineer,Tech,Managerial,Teams,14:00,14:45,35,No,Clear,2.28,6,0,55,3,9,119,8,3,2,2.61,High,2,Casual,5,Proceed,No,14.69,Good
C2996,28,Male,Masters,UI/UX Designer,Healthcare,Managerial,Skype,12:00,12:45,54,Yes,Poor,3.32,0,2,51,9,2,154,3,7,7,3.75,Medium,1,Formal,8,Hold,No,18.04,Good
C2997,33,Female,PhD,Data Analyst,Healthcare,Final,Zoom,14:00,11:00,23,Yes,Clear,5.7,3,3,40,6,2,126,7,6,9,2.45,Low,2,Formal,4,Hold,No,18.14,Good
C2998,34,Female,Masters,Project Manager,Consulting,Final,Google Meet,14:00,12:45,53,No,Poor,1.29,7,1,65,4,3,121,0,1,4,2.44,High,1,Casual,8,Hold,No,14.83,Good
C2999,29,Male,Bachelors,Project Manager,Finance,Technical,Teams,14:00,14:45,52,No,Moderate,3.84,9,2,97,6,8,150,11,5,4,4.36,High,0,Formal,1,Hold,Yes,19.68,Good
C3000,25,Female,PhD,UI/UX Designer,Tech,Technical,Teams,12:00,16:00,42,No,Moderate,1.86,9,3,21,6,7,101,9,1,9,3.19,High,1,Casual,8,Hold,Yes,19.05,Good
C3001,24,Non-binary,Masters,Project Manager,Tech,Technical,Google Meet,15:30,14:45,29,No,Poor,3.65,6,3,65,6,7,134,17,7,4,2.62,High,2,Casual,8,Hold,No,19.02,Good
C3002,23,Female,Bachelors,Project Manager,Finance,HR,Teams,12:00,09:30,30,No,Clear,4.36,1,4,27,3,8,93,4,6,5,1.81,Low,1,Formal,2,Reject,Yes,13.86,Good
C3003,23,Non-binary,PhD,Software Engineer,Consulting,Final,Zoom,12:00,09:30,23,No,Poor,5.5,6,3,87,9,5,129,3,9,1,4.18,Medium,2,Semi-Formal,4,Proceed,No,21.63,Excellent
C3004,31,Male,Masters,Project Manager,Education,Managerial,Teams,15:30,14:45,47,Yes,Poor,0.23,4,2,37,5,3,115,15,4,2,3.52,High,0,Casual,2,Hold,Yes,11.33,Needs Improvement
C3005,24,Male,Masters,Project Manager,Consulting,Technical,Google Meet,10:30,14:45,31,Yes,Poor,6.93,9,3,85,2,1,105,9,9,7,3.88,Medium,0,Semi-Formal,3,Hold,Yes,20.88,Excellent
C3006,31,Female,PhD,Project Manager,Education,HR,Skype,15:30,16:00,36,Yes,Moderate,9.12,5,4,66,4,9,143,13,5,8,2.74,Medium,1,Casual,9,Reject,No,22.02,Excellent
C3007,25,Non-binary,Bachelors,Project Manager,Education,Technical,Skype,12:00,16:00,24,No,Clear,3.02,9,4,57,6,8,99,2,5,9,2.23,Medium,0,Casual,4,Proceed,No,21.32,Excellent
C3008,34,Non-binary,Bachelors,Data Analyst,Consulting,Final,Google Meet,12:00,09:30,51,Yes,Moderate,1.04,0,1,36,7,1,111,14,5,6,3.9,Low,1,Formal,1,Reject,No,11.58,Needs Improvement
C3009,30,Female,Bachelors,UI/UX Designer,Tech,HR,Google Meet,15:30,11:00,21,Yes,Clear,9.02,0,2,1,2,5,94,10,5,4,1.35,Low,1,Formal,1,Proceed,Yes,9.02,Needs Improvement
C3010,34,Male,PhD,Data Analyst,Healthcare,HR,Zoom,09:00,14:45,32,Yes,Moderate,4.27,7,2,56,9,9,153,13,7,4,3.64,High,0,Formal,2,Reject,No,19.47,Good
C3011,32,Non-binary,Bachelors,UI/UX Designer,Tech,Technical,Teams,15:30,16:00,40,Yes,Poor,6.88,9,1,86,2,8,113,13,1,9,4.91,Low,0,Formal,7,Hold,Yes,20.48,Excellent
C3012,27,Female,Bachelors,Project Manager,Healthcare,Final,Google Meet,14:00,14:45,32,No,Clear,6.14,6,2,76,5,5,103,16,7,4,4.26,Medium,2,Formal,9,Hold,No,20.55,Excellent
C3013,32,Non-binary,Bachelors,Project Manager,Tech,Technical,Zoom,15:30,09:30,51,Yes,Moderate,8.55,0,0,78,8,2,158,3,7,3,3.93,Low,2,Formal,1,Proceed,No,15.46,Good
C3014,29,Non-binary,Bachelors,Project Manager,Consulting,Final,Zoom,09:00,16:00,56,No,Moderate,4.87,9,4,96,7,3,117,9,5,2,2.76,Medium,2,Formal,5,Hold,Yes,20.07,Excellent
C3015,32,Non-binary,PhD,Data Analyst,Consulting,Final,Skype,14:00,12:45,39,No,Clear,7.02,1,0,44,2,6,98,10,3,7,1.07,High,1,Semi-Formal,7,Reject,Yes,12.91,Good
C3016,31,Female,PhD,Software Engineer,Consulting,Final,Google Meet,12:00,09:30,20,No,Moderate,0.47,0,3,52,9,9,117,4,7,4,4.94,High,0,Formal,7,Proceed,No,19.63,Good
C3017,32,Male,Masters,Project Manager,Healthcare,HR,Skype,10:30,14:45,42,Yes,Poor,0.1,1,1,76,6,7,128,4,5,6,4.68,High,0,Semi-Formal,1,Reject,No,16.79,Good
C3018,24,Male,Masters,Data Analyst,Tech,Final,Google Meet,15:30,16:00,32,No,Moderate,7.78,6,0,83,1,7,95,5,4,4,2.99,Low,0,Formal,1,Reject,No,14.47,Good
C3019,25,Male,PhD,UI/UX Designer,Education,HR,Zoom,15:30,09:30,24,Yes,Poor,7.7,9,3,6,2,2,151,14,9,1,3.75,Medium,0,Formal,6,Reject,Yes,14.92,Good
C3020,25,Female,Bachelors,Software Engineer,Tech,Technical,Google Meet,15:30,14:45,54,No,Clear,1.53,9,2,76,2,2,139,13,4,9,3.24,Medium,2,Semi-Formal,5,Reject,No,18.09,Good
C3021,34,Female,Masters,Data Analyst,Tech,HR,Google Meet,15:30,11:00,23,Yes,Clear,6.17,6,2,38,6,7,135,16,5,1,3.76,Low,1,Casual,7,Proceed,Yes,15.82,Good
C3022,24,Male,Masters,Project Manager,Finance,Final,Skype,09:00,16:00,48,No,Poor,3.35,8,3,67,6,3,115,6,6,3,1.21,Low,1,Casual,1,Proceed,Yes,15.29,Good
C3023,23,Female,Bachelors,Software Engineer,Tech,Managerial,Skype,14:00,11:00,21,Yes,Clear,1.96,8,3,62,6,9,98,0,6,3,4.99,Medium,0,Semi-Formal,1,Reject,Yes,20.35,Excellent
C3024,27,Male,Masters,Project Manager,Education,Final,Skype,09:00,09:30,22,No,Clear,9.38,8,3,45,1,3,103,0,2,7,4.12,Low,1,Formal,3,Reject,No,17.62,Good
C3025,25,Male,Bachelors,Data Analyst,Tech,HR,Zoom,10:30,16:00,41,No,Moderate,9.34,6,3,90,6,4,100,16,3,1,2.06,Low,0,Formal,7,Proceed,No,15.25,Good
C3026,22,Female,Bachelors,Data Analyst,Finance,Managerial,Teams,09:00,14:45,33,No,Moderate,6.75,7,3,95,8,2,122,15,8,6,3.17,Low,1,Semi-Formal,5,Proceed,No,20.9,Excellent
C3027,33,Non-binary,PhD,Data Analyst,Finance,HR,Google Meet,15:30,11:00,32,No,Poor,9.94,6,1,1,4,2,129,15,9,1,2.89,High,0,Semi-Formal,7,Reject,Yes,13.1,Good
C3028,29,Non-binary,PhD,Software Engineer,Education,Managerial,Zoom,10:30,09:30,21,No,Clear,1.77,5,3,14,8,8,116,3,6,7,2.42,Medium,2,Semi-Formal,9,Hold,Yes,19.96,Good
C3029,21,Female,PhD,UI/UX Designer,Tech,Managerial,Google Meet,10:30,14:45,28,No,Moderate,8.28,9,2,4,3,1,129,10,1,4,2.75,Medium,0,Casual,4,Hold,Yes,11.37,Needs Improvement
C3030,32,Female,Masters,Software Engineer,Consulting,HR,Google Meet,10:30,14:45,35,No,Poor,5.61,3,2,2,6,4,113,4,2,1,3.28,High,1,Formal,7,Proceed,Yes,11.9,Needs Improvement
C3031,24,Male,Bachelors,UI/UX Designer,Consulting,Final,Teams,12:00,14:45,31,No,Clear,1.82,2,1,15,9,7,143,4,3,8,3.05,High,0,Casual,1,Hold,Yes,14.2,Good
C3032,31,Non-binary,Masters,UI/UX Designer,Finance,Managerial,Google Meet,09:00,14:45,21,No,Moderate,6.25,4,3,48,1,6,104,1,2,6,4.35,High,2,Semi-Formal,4,Proceed,Yes,16.89,Good
C3033,34,Non-binary,Masters,Data Analyst,Education,HR,Skype,10:30,11:00,52,Yes,Poor,9.92,4,4,89,4,9,158,14,5,5,1.48,High,1,Formal,9,Reject,Yes,19.96,Good
C3034,27,Male,PhD,UI/UX Designer,Consulting,Technical,Google Meet,14:00,14:45,57,Yes,Clear,2.22,3,2,5,2,8,159,12,6,6,1.22,High,2,Casual,1,Hold,No,12.53,Good
C3035,34,Male,Masters,Software Engineer,Finance,HR,Google Meet,10:30,12:45,40,No,Poor,4.68,2,3,34,8,2,105,1,4,8,3.02,High,2,Formal,5,Proceed,No,17.34,Good
C3036,28,Non-binary,PhD,Data Analyst,Finance,HR,Zoom,14:00,16:00,34,No,Clear,0.98,3,4,37,5,6,159,10,1,6,2.87,Low,1,Casual,8,Proceed,Yes,14.62,Good
C3037,30,Male,Bachelors,Data Analyst,Tech,Technical,Google Meet,09:00,14:45,33,No,Poor,2.63,1,4,83,5,1,125,2,7,2,3.58,High,1,Formal,8,Reject,No,17.47,Good
C3038,31,Non-binary,Bachelors,Data Analyst,Education,Managerial,Google Meet,14:00,14:45,30,Yes,Moderate,2.96,6,0,85,4,3,131,3,8,6,2.16,Medium,1,Formal,7,Reject,No,18.58,Good
C3039,31,Female,Masters,Software Engineer,Consulting,Final,Skype,09:00,12:45,37,No,Poor,5.74,7,4,63,6,8,109,5,4,9,1.36,Medium,2,Casual,1,Reject,No,20.11,Excellent
C3040,26,Female,PhD,Software Engineer,Tech,HR,Zoom,09:00,16:00,44,Yes,Clear,0.67,9,4,84,8,1,107,11,9,1,4.22,Medium,1,Formal,4,Hold,No,21.03,Excellent
C3041,27,Non-binary,Masters,UI/UX Designer,Healthcare,Final,Google Meet,15:30,14:45,27,No,Clear,8.84,0,2,31,3,1,102,18,4,2,2.76,Medium,0,Casual,8,Hold,Yes,9.98,Needs Improvement
C3042,29,Non-binary,PhD,Project Manager,Education,Final,Skype,15:30,14:45,21,Yes,Poor,9.6,0,4,0,5,1,104,18,3,3,1.54,Low,0,Semi-Formal,8,Reject,Yes,9.3,Needs Improvement
C3043,26,Male,Bachelors,Software Engineer,Finance,Final,Skype,12:00,14:45,39,No,Moderate,6.8,4,4,47,9,5,124,10,1,5,4.82,Medium,0,Semi-Formal,6,Proceed,No,18.26,Good
C3044,27,Female,Bachelors,Project Manager,Tech,HR,Skype,15:30,12:45,45,No,Clear,6.7,6,2,22,6,7,133,6,2,6,4.78,Low,0,Semi-Formal,1,Hold,No,15.89,Good
C3045,34,Non-binary,Masters,Project Manager,Consulting,Managerial,Google Meet,14:00,16:00,59,Yes,Poor,3.0,4,0,17,4,4,109,16,2,3,1.65,Low,1,Casual,9,Proceed,Yes,8.83,Needs Improvement
C3046,22,Male,Bachelors,UI/UX Designer,Finance,Technical,Google Meet,10:30,09:30,29,No,Poor,8.93,6,0,16,9,9,105,0,2,8,4.23,Low,0,Semi-Formal,5,Reject,Yes,17.71,Good
C3047,27,Non-binary,Bachelors,Data Analyst,Finance,Managerial,Skype,09:00,16:00,27,Yes,Poor,8.2,1,3,30,3,6,97,19,8,6,3.16,Medium,2,Semi-Formal,6,Hold,No,16.14,Good
C3048,27,Female,Bachelors,Software Engineer,Consulting,Technical,Skype,15:30,12:45,59,Yes,Moderate,1.18,2,3,92,1,5,148,16,2,9,2.19,Low,2,Casual,4,Reject,No,14.39,Good
C3049,34,Non-binary,Masters,UI/UX Designer,Healthcare,Final,Teams,09:00,16:00,49,Yes,Poor,7.17,3,4,53,9,5,104,9,1,1,2.57,Medium,2,Casual,6,Reject,Yes,15.42,Good
C3050,22,Non-binary,Masters,UI/UX Designer,Education,Managerial,Zoom,14:00,14:45,58,No,Poor,1.26,4,4,76,4,6,156,13,5,3,4.86,Low,1,Formal,3,Hold,No,15.75,Good
C3051,25,Non-binary,PhD,Software Engineer,Education,Managerial,Zoom,15:30,12:45,25,No,Moderate,2.37,3,3,59,3,2,158,5,6,4,2.34,Medium,2,Formal,9,Reject,Yes,15.57,Good
C3052,24,Non-binary,Bachelors,UI/UX Designer,Finance,Technical,Zoom,15:30,12:45,53,Yes,Poor,8.21,6,3,65,5,3,120,15,3,7,1.85,Low,0,Semi-Formal,5,Proceed,Yes,15.9,Good
C3053,27,Non-binary,PhD,Project Manager,Tech,Technical,Teams,10:30,16:00,35,No,Clear,4.76,4,4,72,2,3,111,5,6,2,2.87,Low,2,Semi-Formal,7,Hold,No,17.25,Good
C3054,24,Female,Bachelors,Data Analyst,Healthcare,Final,Skype,10:30,16:00,38,Yes,Poor,4.53,4,2,95,4,9,102,4,5,4,3.46,Medium,1,Formal,8,Proceed,No,20.34,Excellent
C3055,29,Male,PhD,UI/UX Designer,Healthcare,Managerial,Zoom,15:30,11:00,22,No,Poor,2.54,1,2,85,1,4,131,15,6,3,2.14,High,0,Semi-Formal,4,Reject,Yes,11.68,Needs Improvement
C3056,29,Female,Bachelors,UI/UX Designer,Finance,Managerial,Zoom,09:00,16:00,32,Yes,Clear,6.18,0,2,17,2,6,136,18,3,7,4.1,Low,2,Casual,7,Proceed,Yes,13.66,Good
C3057,33,Male,Masters,UI/UX Designer,Tech,Final,Zoom,14:00,16:00,37,No,Poor,1.41,0,3,17,8,1,141,10,4,9,3.42,Medium,0,Casual,4,Hold,No,13.12,Good
C3058,25,Male,Bachelors,UI/UX Designer,Consulting,Final,Google Meet,14:00,14:45,26,Yes,Poor,7.97,7,0,82,8,7,144,18,3,7,4.71,Low,1,Formal,5,Reject,No,19.24,Good
C3059,28,Female,Masters,Data Analyst,Consulting,Technical,Teams,10:30,09:30,41,No,Clear,5.33,0,3,62,9,6,147,14,9,4,2.28,Low,1,Formal,8,Proceed,Yes,18.08,Good
C3060,23,Non-binary,Masters,Data Analyst,Finance,HR,Google Meet,09:00,09:30,50,No,Poor,8.45,8,2,30,3,7,97,6,2,2,3.66,High,1,Semi-Formal,5,Proceed,Yes,15.06,Good
C3061,24,Male,Masters,Data Analyst,Tech,Managerial,Zoom,09:00,09:30,38,Yes,Clear,4.94,1,1,28,3,3,112,18,5,7,4.54,Low,1,Semi-Formal,4,Proceed,No,13.58,Good
C3062,33,Non-binary,Bachelors,Project Manager,Healthcare,Managerial,Google Meet,12:00,16:00,38,Yes,Poor,2.93,7,2,87,7,1,157,5,5,8,1.02,Medium,0,Casual,1,Proceed,No,16.37,Good
C3063,22,Female,PhD,Software Engineer,Healthcare,HR,Zoom,12:00,09:30,34,No,Clear,0.12,1,1,96,3,5,119,12,5,7,2.98,Low,2,Casual,7,Proceed,No,16.22,Good
C3064,31,Male,PhD,Software Engineer,Healthcare,Technical,Google Meet,12:00,11:00,27,No,Clear,4.12,7,2,82,8,6,131,4,1,4,3.22,Medium,0,Casual,7,Reject,Yes,18.31,Good
C3065,23,Male,Masters,UI/UX Designer,Education,Managerial,Skype,14:00,12:45,48,Yes,Poor,9.46,8,2,79,2,4,94,8,7,7,3.03,High,1,Semi-Formal,5,Reject,No,20.62,Excellent
C3066,32,Female,PhD,Data Analyst,Healthcare,Technical,Skype,14:00,11:00,36,Yes,Moderate,8.36,7,1,50,5,8,120,16,9,4,2.17,Medium,2,Semi-Formal,5,Reject,Yes,19.5,Good
C3067,32,Female,Bachelors,UI/UX Designer,Consulting,HR,Google Meet,15:30,11:00,53,Yes,Clear,9.98,5,2,31,4,3,131,6,9,6,1.36,Medium,0,Semi-Formal,6,Reject,Yes,17.21,Good
C3068,24,Non-binary,PhD,UI/UX Designer,Tech,Final,Skype,15:30,09:30,40,No,Clear,1.57,6,1,20,4,8,130,14,2,6,4.46,Low,2,Casual,9,Hold,Yes,16.4,Good
C3069,29,Female,Masters,Software Engineer,Healthcare,Technical,Skype,14:00,09:30,48,No,Clear,6.38,3,1,29,2,5,148,10,3,9,3.04,Medium,2,Semi-Formal,8,Hold,Yes,15.53,Good
C3070,24,Non-binary,Bachelors,Project Manager,Finance,Technical,Teams,09:00,11:00,27,Yes,Poor,1.34,3,3,6,1,9,96,9,9,4,1.29,Low,0,Semi-Formal,8,Reject,No,13.46,Good
C3071,21,Male,PhD,UI/UX Designer,Finance,HR,Zoom,09:00,11:00,25,Yes,Poor,9.05,2,0,37,5,9,151,8,7,7,2.64,Medium,1,Formal,8,Reject,Yes,17.42,Good
C3072,33,Non-binary,PhD,UI/UX Designer,Consulting,Final,Teams,10:30,11:00,23,Yes,Poor,3.48,9,3,11,3,5,96,4,5,7,1.73,High,1,Semi-Formal,2,Hold,No,16.05,Good
C3073,22,Male,Bachelors,Project Manager,Healthcare,Managerial,Zoom,12:00,11:00,43,Yes,Clear,8.94,8,0,58,3,4,134,13,1,9,2.24,Medium,2,Formal,5,Hold,No,16.81,Good
C3074,27,Male,PhD,Software Engineer,Consulting,Technical,Zoom,10:30,11:00,39,No,Moderate,2.03,4,0,91,4,4,128,16,3,7,4.27,Medium,1,Casual,9,Reject,No,16.99,Good
C3075,22,Male,Bachelors,UI/UX Designer,Consulting,Managerial,Zoom,14:00,16:00,38,No,Poor,1.59,7,2,13,5,1,107,13,2,2,3.08,High,0,Casual,5,Hold,Yes,10.15,Needs Improvement
C3076,31,Female,Masters,UI/UX Designer,Consulting,HR,Google Meet,09:00,11:00,36,Yes,Moderate,1.79,2,1,70,8,7,106,8,4,6,1.94,Low,0,Casual,4,Reject,No,15.04,Good
C3077,23,Non-binary,Bachelors,Project Manager,Education,HR,Skype,09:00,12:45,43,Yes,Poor,7.8,3,0,16,5,4,113,0,9,8,4.24,High,1,Semi-Formal,4,Proceed,Yes,18.55,Good
C3078,31,Non-binary,PhD,Data Analyst,Healthcare,Final,Teams,15:30,09:30,56,No,Clear,8.63,2,0,22,8,6,146,4,6,9,1.77,Low,1,Semi-Formal,3,Hold,No,15.63,Good
C3079,30,Non-binary,PhD,Project Manager,Finance,Final,Skype,09:00,12:45,46,Yes,Poor,0.4,8,0,76,2,7,105,19,9,2,2.27,Medium,1,Semi-Formal,8,Hold,Yes,16.45,Good
C3080,23,Non-binary,Masters,Project Manager,Education,Managerial,Zoom,14:00,14:45,42,Yes,Clear,1.49,0,1,19,4,6,154,18,2,8,1.13,Medium,2,Semi-Formal,5,Reject,No,10.52,Needs Improvement
C3081,28,Male,PhD,Software Engineer,Consulting,Final,Zoom,12:00,09:30,33,No,Moderate,0.03,9,4,4,8,2,112,14,2,5,4.83,Low,2,Casual,5,Hold,Yes,16.21,Good
C3082,27,Male,PhD,UI/UX Designer,Finance,HR,Google Meet,10:30,12:45,30,No,Poor,0.61,8,0,5,2,9,92,12,2,6,2.67,Low,0,Formal,1,Hold,No,10.01,Needs Improvement
C3083,21,Non-binary,PhD,Project Manager,Consulting,Final,Zoom,09:00,11:00,42,No,Poor,0.9,7,1,12,1,5,149,7,4,1,1.67,High,0,Formal,8,Hold,No,10.41,Needs Improvement
C3084,28,Female,PhD,Project Manager,Education,Final,Zoom,09:00,11:00,27,No,Poor,2.95,0,1,2,7,2,126,10,3,8,3.05,Medium,2,Casual,2,Reject,No,10.97,Needs Improvement
C3085,23,Female,PhD,UI/UX Designer,Tech,Final,Google Meet,14:00,09:30,31,Yes,Poor,2.13,9,4,52,1,1,156,15,6,1,1.42,Medium,0,Casual,8,Proceed,Yes,13.48,Good
C3086,25,Female,Bachelors,UI/UX Designer,Consulting,Managerial,Google Meet,14:00,16:00,20,No,Clear,6.62,9,3,30,8,4,132,17,8,1,4.6,Low,2,Formal,5,Reject,No,18.43,Good
C3087,27,Non-binary,Masters,Project Manager,Consulting,Technical,Google Meet,14:00,11:00,23,No,Moderate,9.98,3,0,2,7,4,111,17,4,8,1.25,High,2,Casual,6,Reject,Yes,13.09,Good
C3088,23,Male,PhD,Data Analyst,Finance,HR,Teams,15:30,12:45,56,No,Poor,6.61,9,4,7,4,9,142,19,6,7,3.48,Low,2,Semi-Formal,1,Hold,Yes,17.34,Good
C3089,28,Female,PhD,Data Analyst,Finance,Final,Teams,09:00,09:30,23,Yes,Moderate,0.01,0,4,70,4,2,134,17,7,5,4.57,Low,2,Casual,8,Proceed,Yes,16.89,Good
